10-2-03164,1-2015,D10ANA,530
10-2-03164,1-2015,D10ANA,531
10-2-03165,1-2015,D10ANA,0074
10-2-03165,1-2015,D10ANA,0142
10-2-03165,1-2015,D10ANA,0579
10-2-03165,1-2015,D10ANA,0658
10-2-03165,1-2015,D10ANA,0659
10-2-03165,1-2015,D10ANA,529
10-2-03165,1-2015,D10ANA,530
10-2-03165,1-2015,D10ANA,531
10-2-03170,1-2015,D6ANA,0086
10-2-03170,1-2015,D6ANA,0108
10-2-03170,1-2015,D6ANA,0134
10-2-03170,1-2015,D6ANA,0139
10-2-03170,1-2015,D6ANA,0571
10-2-03183,1-2015,D10ANA,0074
10-2-03183,1-2015,D10ANA,0142
10-2-03183,1-2015,D10ANA,0579
10-2-03183,1-2015,D10ANA,0658
10-2-03183,1-2015,D10ANA,0659
10-2-03183,1-2015,D10ANA,529
10-2-03183,1-2015,D10ANA,530
10-2-03183,1-2015,D10ANA,531
10-2-03190,1-2015,D10ANA,0074
10-2-03190,1-2015,D10ANA,0142
10-2-03190,1-2015,D10ANA,0579
10-2-03190,1-2015,D10ANA,0658
10-2-03190,1-2015,D10ANA,0659
10-2-03190,1-2015,D10ANA,529
10-2-03190,1-2015,D10ANA,530
10-2-03190,1-2015,D10ANA,531
10-2-03199,1-2015,D10ANA,0074
10-2-03199,1-2015,D10ANA,0142
10-2-03199,1-2015,D10ANA,0579
10-2-03199,1-2015,D10ANA,0658
10-2-03199,1-2015,D10ANA,0659
10-2-03199,1-2015,D10ANA,529
10-2-03199,1-2015,D10ANA,530
10-2-03199,1-2015,D10ANA,531
10-2-03208,1-2015,D9GNA,0071
10-2-03208,1-2015,D9GNA,0102
10-2-03208,1-2015,D9GNA,0129
10-2-03208,1-2015,D9GNA,0275
10-2-03208,1-2015,D9GNA,0394
10-2-03208,1-2015,D9GNA,0576
